生徒ID,保護者ID,契約ID,契約ID_存在,請求ID,請求ID_存在,金額,開始日,顧客表記用請求名
203732,8203730,,×,,×,650,2025/06/01,【F-07】　暗算 【4】級（202504）
216136,8216135,,×,,×,500,2025/06/01,【D-06】　珠算【単級受検】15級（202504）
206889,8206888,,×,,×,1500,2025/06/01,【D-23】　珠算【単級受検】3級（202504）
213204,8213202,,×,,×,750,2025/06/01,【D-13】　珠算【単級受検】8級（202504）
203175,8203174,,×,,×,750,2025/06/01,【D-14】　珠算【単級受検】準７級（202504）
218443,8218442,,×,,×,1000,2025/06/01,【B-05】　珠算トリプル【16】【15】【14】級（202504）
214315,8214314,,×,,×,1750,2025/06/01,【B-08】　珠算トリプル【13】【12】【11】級（202504）
16128,8112438,,×,,×,900,2025/06/01,【D-19】　珠算【単級受検】5級（202504）
220539,8220538,,×,,×,500,2025/06/01,【A-01】　珠算チェック【20】【19】【18】級（202504）
15884,8104022,,×,,×,1000,2025/06/01,【D-24】　珠算【単級受検】準2級※2回目のため（202504）
204444,8204443,,×,,×,650,2025/06/01,【F-06】　暗算 【5】級（202504）
217312,8216745,,×,,×,750,2025/06/01,【D-15】　珠算【単級受検】７級（202504）
211222,8211076,,×,,×,1400,2025/06/01,【E-16】　珠算【準6】級+暗【8】級（202504）
211928,8211927,,×,,×,750,2025/06/01,【D-09】　珠算【単級受検】12級（202504）
212681,8212680,,×,,×,750,2025/06/01,【D-15】　珠算【単級受検】７級（202504）
215264,8215263,,×,,×,750,2025/06/01,【D-13】　珠算【単級受検】8級（202504）
211953,8211951,,×,,×,750,2025/06/01,【D-15】　珠算【単級受検】７級（202504）
218818,8218817,,×,,×,500,2025/06/01,【D-06】　珠算【単級受検】15級（202504）
13162,8110257,,×,,×,900,2025/06/01,【D-21】　珠算【単級受検】4級（202504）
215655,8215654,,×,,×,500,2025/06/01,【D-06】　珠算【単級受検】15級（202504）
217142,8202349,,×,,×,1250,2025/06/01,【E-09】　珠算【7】級+暗【10】級（202504）
214967,8214966,,×,,×,750,2025/06/01,【C-05】　珠算ダブル【16】【15】級（202504）
13688,8110627,,×,,×,1500,2025/06/01,【D-25】　珠算【単級受検】準1級（202504）
201275,8201273,,×,,×,1550,2025/06/01,【E-41】　珠算【4】級+暗【4】級（202504）
215348,8206000,,×,,×,1250,2025/06/01,【B-07】　珠算トリプル【14】【13】【12】級（202504）
219777,8219776,,×,,×,1250,2025/06/01,【E-11】　珠算【7】級+暗【8】級（202504）
214869,8214868,,×,,×,750,2025/06/01,【D-09】　珠算【単級受検】12級（202504）
219966,8219965,,×,,×,1250,2025/06/01,【E-01】　珠算【8】級+暗【10】級（202504）
206535,8206534,,×,,×,1200,2025/06/01,【D-22】　珠算【単級受検】準3級（202504）
213068,8213059,,×,,×,500,2025/06/01,【D-05】　珠算【単級受検】16級（202504）
202390,8202253,,×,,×,750,2025/06/01,【D-15】　珠算【単級受検】７級（202504）
219766,8219765,,×,,×,500,2025/06/01,【D-04】　珠算【単級受検】17級（202504）
211588,8211587,,×,,×,1250,2025/06/01,【E-05】　珠算【準7】級+暗【10】級（202504）
216177,8216176,,×,,×,500,2025/06/01,【D-08】　珠算【単級受検】13級（202504）
208209,8112126,,×,,×,1000,2025/06/01,【D-26】　珠算【単級受検】2級※2回目のため（202504）
218215,8206536,,×,,×,500,2025/06/01,【D-03】　珠算【単級受検】18級（202504）
219613,8219612,,×,,×,750,2025/06/01,【D-11】　珠算【単級受検】10級（202504）
216763,8216657,,×,,×,750,2025/06/01,【D-12】　珠算【単級受検】9級（202504）
216028,8216027,,×,,×,1400,2025/06/01,【E-18】　珠算【6】級+暗【9】級（202504）
216148,8215516,,×,,×,1000,2025/06/01,【C-08】　珠算ダブル【13】【12】級（202504）
204990,8204988,,×,,×,1200,2025/06/01,【D-22】　珠算【単級受検】準3級（202504）
219450,8219449,,×,,×,500,2025/06/01,【D-02】　珠算【単級受検】19級（202504）
213444,8213443,,×,,×,500,2025/06/01,【A-01】　珠算チェック【20】【19】【18】級（202504）
202954,8202953,,×,,×,900,2025/06/01,【D-17】　珠算【単級受検】6級（202504）
211656,8211655,,×,,×,900,2025/06/01,【D-17】　珠算【単級受検】6級（202504）
206002,8205762,,×,,×,1400,2025/06/01,【E-16】　珠算【準6】級+暗【8】級（202504）
216166,8215816,,×,,×,1000,2025/06/01,【C-08】　珠算ダブル【13】【12】級（202504）
207399,8110280,,×,,×,1250,2025/06/01,【E-01】　珠算【8】級+暗【10】級（202504）
206333,8205754,,×,,×,650,2025/06/01,【F-07】　暗算 【4】級（202504）
217135,8217133,,×,,×,750,2025/06/01,【D-12】　珠算【単級受検】9級（202504）
213889,8213888,,×,,×,1250,2025/06/01,【E-07】　珠算【準7】級+暗【8】級（202504）
215594,8205255,,×,,×,1550,2025/06/01,【E-33】　珠算【5】級+暗【6】級（202504）
211418,8211416,,×,,×,1550,2025/06/01,【E-39】　珠算【4】級+暗【6】級（202504）
208092,8203116,,×,,×,900,2025/06/01,【D-18】　珠算【単級受検】準5級（202504）
215495,8204255,,×,,×,1000,2025/06/01,【C-08】　珠算ダブル【13】【12】級（202504）
13826,8110725,,×,,×,1000,2025/06/01,【D-26】　珠算【単級受検】2級※2回目のため（202504）
217660,8217659,,×,,×,1000,2025/06/01,【B-01】　珠算トリプル【20】【19】【18】級（202504）
16402,8112642,,×,,×,650,2025/06/01,【F-05】　暗算 【6】級（202504）
214335,8214334,,×,,×,500,2025/06/01,【F-02】　暗算 【9】級（202504）
201257,8201247,,×,,×,1000,2025/06/01,【D-27】　珠算【単級受検】1級※2回目のため（202504）
14039,8103851,,×,,×,1000,2025/06/01,【D-25】　珠算【単級受検】準1級※2回目のため（202504）
213415,8213414,,×,,×,1250,2025/06/01,【E-06】　珠算【準7】級+暗【9】級（202504）
16327,8103069,,×,,×,1000,2025/06/01,【D-22】　珠算【単級受検】準3級※2回目のため（202504）
217644,8217643,,×,,×,1250,2025/06/01,【E-10】　珠算【7】級+暗【9】級（202504）
209013,8208396,,×,,×,900,2025/06/01,【D-18】　珠算【単級受検】準5級（202504）
200732,8200674,,×,,×,650,2025/06/01,【F-05】　暗算 【6】級（202504）
220630,8220629,,×,,×,500,2025/06/01,【A-01】　珠算チェック【20】【19】【18】級（202504）
214768,8204439,,×,,×,500,2025/06/01,【D-05】　珠算【単級受検】16級（202504）
220411,8220408,,×,,×,500,2025/06/01,【A-01】　珠算チェック【20】【19】【18】級（202504）
207165,8207164,,×,,×,750,2025/06/01,【C-07】　珠算ダブル【14】【13】級（202504）
210764,8210762,,×,,×,900,2025/06/01,【D-20】　珠算【単級受検】準4級（202504）
204249,8204248,,×,,×,1550,2025/06/01,【E-33】　珠算【5】級+暗【6】級（202504）
214695,8207147,,×,,×,750,2025/06/01,【C-06】　珠算ダブル【15】【14】級（202504）
202400,8202399,,×,,×,1250,2025/06/01,【E-05】　珠算【準7】級+暗【10】級（202504）
217690,8217689,,×,,×,750,2025/06/01,【D-14】　珠算【単級受検】準７級（202504）
207794,8207792,,×,,×,1400,2025/06/01,【E-17】　珠算【準6】級+暗【7】級（202504）
215888,8215887,,×,,×,750,2025/06/01,【D-11】　珠算【単級受検】10級（202504）
219892,8219891,,×,,×,750,2025/06/01,【C-02】　珠算ダブル【19】【18】級（202504）
213203,8213202,,×,,×,1250,2025/06/01,【E-10】　珠算【7】級+暗【9】級（202504）
211111,8211099,,×,,×,1400,2025/06/01,【E-17】　珠算【準6】級+暗【7】級（202504）
13825,8110725,,×,,×,900,2025/06/01,【D-21】　珠算【単級受検】4級（202504）
207024,8207022,,×,,×,900,2025/06/01,【D-16】　珠算【単級受検】準6級（202504）
212807,8212805,,×,,×,500,2025/06/01,【D-08】　珠算【単級受検】13級（202504）
205039,8205035,,×,,×,900,2025/06/01,【D-18】　珠算【単級受検】準5級（202504）
206569,8206568,,×,,×,650,2025/06/01,【F-07】　暗算 【4】級（202504）
208274,8208272,,×,,×,1000,2025/06/01,スクールバッグ代
213654,8202414,,×,,×,10980,2025/06/01,アンプログラミング【　授業料・月会費・教材費ー家族割分　】
208742,8208741,,×,,×,6000,2025/06/01,アン進学ジム【中学部】中１　テスト対策費　(1学期中間テスト)
200751,8200750,,×,,×,750,2025/06/01,アンそろばんクラブ【教材費】 月払い_5月分
200751,8200750,,×,,×,500,2025/06/01,カルチャー【設備費】_5月分
200751,8200750,,×,,×,700,2025/06/01,アンそろばんクラブ【月会費】_5月分
200751,8200750,,×,,×,3500,2025/06/01,アンそろばんクラブ【授業料】レギュラー 週1コマ_5月分
206801,8206800,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
15938,8112319,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
13445,8110448,,×,,×,2500,2025/06/01,【2025年5月実施】英検５級検定料
202800,8202798,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
207369,8207344,,×,,×,2500,2025/06/01,【2025年5月実施】英検５級検定料
205770,8205769,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
14276,8111073,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
201410,8201409,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
7606,8101806,,×,,×,6100,2025/06/01,【2025年5月実施】英検準２級検定料
15533,8112015,,×,,×,6100,2025/06/01,【2025年5月実施】英検準２級検定料
211710,8211688,,×,,×,2500,2025/06/01,【2025年5月実施】英検５級検定料
211201,8211119,,×,,×,6900,2025/06/01,【2025年5月実施】英検２級検定料
15815,8112239,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
14501,8111228,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
11264,8104814,,×,,×,6900,2025/06/01,【2025年5月実施】英検２級検定料
200764,8200750,,×,,×,6100,2025/06/01,【2025年5月実施】英検準２級検定料
14670,8102709,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
10591,8104362,,×,,×,6100,2025/06/01,【2025年5月実施】英検準２級検定料
204114,8204113,,×,,×,6100,2025/06/01,【2025年5月実施】英検準２級検定料
211036,8210700,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
15221,8101296,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
207998,8207997,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
10329,8104185,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
211202,8211119,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
204243,8204048,,×,,×,2500,2025/06/01,【2025年5月実施】英検５級検定料
207045,8206910,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
8205,8102568,,×,,×,6900,2025/06/01,【2025年5月実施】英検２級検定料
215251,8214501,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
8395,8100151,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
208612,8208611,,×,,×,2500,2025/06/01,【2025年5月実施】英検５級検定料
204239,8204220,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
218488,8214501,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
202524,8202522,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
209007,8208618,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
217437,8217436,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
208874,8208873,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
14675,8111356,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
201384,8201383,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
219699,8219698,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
217481,8216520,,×,,×,6100,2025/06/01,【2025年5月実施】英検準２級検定料
206802,8206800,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
203891,8203890,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
14614,8111308,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
201886,8101086,,×,,×,2500,2025/06/01,【2025年5月実施】英検５級検定料
11406,8104930,,×,,×,6100,2025/06/01,【2025年5月実施】英検準２級検定料
16112,8111243,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
206246,8104930,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
201411,8201409,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
9574,8103609,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
12561,8109798,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
207159,8207157,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
203936,8203930,,×,,×,2900,2025/06/01,【2025年5月実施】英検４級検定料
9092,8100646,,×,,×,6900,2025/06/01,【2025年5月実施】英検２級検定料
13706,8110640,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
216438,8205384,,×,,×,2500,2025/06/01,【2025年5月実施】英検５級検定料
7478,8100396,,×,,×,5000,2025/06/01,【2025年5月実施】英検３級検定料
14340,8111121,,×,,×,6100,2025/06/01,【2025年5月実施】英検準２級検定料
13707,8110640,,×,,×,6100,2025/06/01,【2025年5月実施】英検準２級検定料
9039,8101220,,×,,×,6900,2025/06/01,【2025年5月実施】英検２級検定料
216510,8208873,,×,,×,2500,2025/06/01,【2025年5月実施】英検５級検定料
221672,8221663,,×,,×,500,2025/06/01,カルチャー【５月分設備費】（税別）
221672,8221663,,×,,×,700,2025/06/01,アン将棋クラブ【５月月会費】（税別）
221672,8221663,,×,,×,3500,2025/06/01,アン将棋クラブ【５月分授業料】レギュラー週１コマ（税別）
214383,8111259,,×,,×,25000,2025/06/01,【追加_まなびワールド】※チケット購入《ショート10回券》
214383,8111259,,×,,×,15000,2025/06/01,【追加_まなびワールド】※チケット購入《ショート5回券》
206012,8206011,,×,,×,1000,2025/06/01,塾【５月分設備費】 (税別)
206012,8206011,,×,,×,1000,2025/06/01,アンまなびワールド【５月分月会費】（税別）
206012,8206011,,×,,×,21800,2025/06/01,アンまなびワールド【５月分授業料】送迎なし学童カルチャーパック四軒家週３回
206012,8206011,,×,,×,4800,2025/06/01,アンさんこくキッズ【教材費】 2教科セット（4月・8月・12月） (税別)
217481,8216520,,×,,×,3500,2025/06/01,入会時_当月分【授業料ALL】(8000-4500)
220705,8220704,,×,,×,2000,2025/06/01,アンイングリッシュクラブ【授業料】※4月分　アンイングリッシュクラブ【授業料】※4月分　White リレー　40分×週2回　Whiteぽっきり価格 
214956,8214904,,×,,×,2500,2025/07/01,英検5級
218580,8218301,,×,,×,7800,2025/06/01,入会時_当月分【授業料ALL】(9800-2800) 
15532,8110183,,×,,×,2300,2025/06/01,【2025年6月実施】日商検定2級検定料
15622,8112081,,×,,×,2100,2025/06/01,【2025年6月実施】日商検定3級検定料
206518,8206517,,×,,×,2300,2025/06/01,【2025年6月実施】日商検定2級検定料
13027,8110146,,×,,×,3100,2025/06/01,【2025年6月実施】日商検定1級検定料
12979,8110111,,×,,×,2100,2025/06/01,【2025年6月実施】日商検定3級検定料
204276,8204275,,×,,×,2300,2025/06/01,【2025年6月実施】日商検定2級検定料
201700,8110101,,×,,×,2100,2025/06/01,【2025年6月実施】日商検定3級検定料
14484,8111220,,×,,×,2300,2025/06/01,【2025年6月実施】日商検定2級検定料
14441,8111195,,×,,×,2300,2025/06/01,【2025年6月実施】日商検定2級検定料
15430,8111939,,×,,×,2300,2025/06/01,【2025年6月実施】日商検定2級検定料
204990,8204988,,×,,×,2100,2025/06/01,【2025年6月実施】日商検定3級検定料
201500,8201376,,×,,×,2100,2025/06/01,【2025年6月実施】日商検定3級検定料
205155,8110193,,×,,×,2100,2025/06/01,【2025年6月実施】日商検定3級検定料
16671,8112503,,×,,×,2100,2025/06/01,【2025年6月実施】日商検定3級検定料
15472,8102638,,×,,×,2100,2025/06/01,【2025年6月実施】日商検定3級検定料
15180,8111748,,×,,×,2300,2025/06/01,【2025年6月実施】日商検定2級検定料
16407,8112647,,×,,×,2100,2025/06/01,【2025年6月実施】日商検定3級検定料
14484,8111220,,×,,×,3100,2025/06/01,【2025年6月実施】日商検定1級検定料
13688,8110627,,×,,×,2300,2025/06/01,【2025年6月実施】日商検定2級検定料
220488,8220487,,×,,×,135300,2025/06/01,メプレス202506月分授業料
221059,8221058,,×,,×,122100,2025/06/01,メプレス202506月分授業料
221696,8221695,,×,,×,294800,2025/06/01,メプレス202506月分授業料
213083,8213082,,×,,×,426480,2025/06/01,メプレス202506月分授業料
216256,8216255,,×,,×,168520,2025/06/01,メプレス202506月分授業料
221952,8221950,,×,,×,53900,2025/06/01,メプレス202506月分授業料
214636,8214635,,×,,×,222750,2025/06/01,メプレス202506月分授業料
221203,8221202,,×,,×,681380,2025/06/01,メプレス202506月分授業料
221951,8221950,,×,,×,40700,2025/06/01,メプレス202506月分授業料
211984,8211922,,×,,×,53900,2025/06/01,メプレス202506月分授業料
16613,8112810,,×,,×,176000,2025/06/01,メプレス202506月分授業料
221857,8221856,,×,,×,320700,2025/06/01,メプレス202506月分授業料
221859,8221858,,×,,×,121000,2025/06/01,メプレス202506月分授業料
219502,8219501,,×,,×,78760,2025/06/01,メプレス202506月分授業料
219996,8219995,,×,,×,244860,2025/06/01,メプレス202506月分授業料
218800,8218799,,×,,×,26400,2025/06/01,メプレス202506月分授業料
214485,8214484,,×,,×,343420,2025/06/01,メプレス202506月分授業料
204219,8204216,,×,,×,15000,2025/06/01,【追加_まなびワールド_春期講習】※チケット購入《ショート5回券》
214383,8111259,,×,,×,17000,2025/06/01,【追加_まなびワールド】※チケット購入《ショート5回券》
214383,8111259,,×,,×,27000,2025/06/01,【追加_まなびワールド】※チケット購入《ショート10回券》
222068,8221961,,×,,×,12000,2025/06/01,入会時_【教材費】Yellow (税別)
218630,8218347,,×,,×,8000,2025/06/01,"【月謝_社員割引_まなびワールド_春期講習_追加】《春期講習/出席分1,000×8日【詳細；3/19.25.27.28、4/2.3.4.7出席分】》"
219770,8202730,,×,,×,3000,2025/06/01,"【月謝_社員割引_まなびワールド_春期講習_追加】《春期講習/出席分1,000×3日【詳細；3/19、4/4.7出席分】》"
219770,8202730,,×,,×,5000,2025/06/01,"【月謝_社員割引_まなびワールド_春期講習_追加】《春期講習/出席分1,000×5日【詳細；3/19、4/1.2.4.7出席分】》"
211663,8211574,,×,,×,480,2025/06/01,【追加_まなびワールド_春期講習】《前延長（1H 480円×1日分【詳細； 3/28分】》
211663,8211574,,×,,×,1580,2025/06/01,【追加_まなびワールド_春期講習】春休み単科授業購入《午前追加分×1日【詳細；3/28分】》
218630,8218347,,×,,×,7000,2025/06/01,"【月謝_社員割引_まなびワールド_春期講習_追加】《春期講習/出席分1,000×7日【詳細；3/25.27.28、4/2.3.4.7出席分】》"
219770,8202730,,×,,×,4000,2025/06/01,"【月謝_社員割引_まなびワールド_春期講習_追加】《春期講習/出席分1,000×4日【詳細；4/1.2.4.7出席分】》"
207195,8202730,,×,,×,2000,2025/06/01,"【月謝_社員割引_まなびワールド_春期講習_追加】《春期講習/出席分1,000×2日【詳細；4/4.7出席分】》"
14068,8110912,,×,,×,1000,2025/06/01,"【月謝_社員割引_まなびワールド_追加】《4月出席分1,000×1日【詳細；4/2出席分】》"
14068,8110912,,×,,×,1000,2025/06/01,"【月謝_社員割引_まなびワールド_調整分_追加】6月授業料調整分〔社割〕《5/4日出席予定1,000×1日》"
13256,8110330,,×,,×,2100,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円×6個【詳細；3/25.28.31、4/1.4.7分】》
13256,8110330,,×,,×,1000,2025/06/01,"【月謝_社員割引_まなびワールド_調整分_追加】6月授業料調整分〔社割〕《13/12日出席予定1,000×1日》"
15204,8109456,,×,,×,1000,2025/06/01,"【月謝_社員割引_まなびワールド_追加】《4/4出席分1,000×1日》"
15204,8109456,,×,,×,1000,2025/06/01,"【月謝_社員割引_まなびワールド_調整分_追加】6月授業料調整分〔社割〕《9/8日出席予定1,000×1日》"
201584,8111401,,×,,×,1920,2025/06/01,【追加_まなびワールド_春期講習】《前延長（1H 480円×4日分【詳細； 3/28.31、4/3.4分】》
201584,8111401,,×,,×,100,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×1個【詳細；4/8分】》
201584,8111401,,×,,×,9000,2025/06/01,【追加_まなびワールド_春期講習】《前延長（1H 480円×4日分【詳細； 3/28.31、4/3.4分】》
201584,8111401,,×,,×,9000,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週5回》
14741,8111401,,×,,×,240,2025/06/01,【追加_まなびワールド】《後延長【4月分】15M/120円×2》【詳細；4/15（19:21）×2】
14741,8111401,,×,,×,1440,2025/06/01,【追加_まなびワールド_春期講習】《前延長（1H 480円×3日分【詳細； 3/28.31、4/4分】》
14741,8111401,,×,,×,1580,2025/06/01,【追加_まなびワールド_春期講習】春休み単科授業購入《午前追加分×1日【詳細；4/8分】》
14741,8111401,,×,,×,6600,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週3回》
204784,8204783,,×,,×,1440,2025/06/01,【追加_まなびワールド_春期講習】《前延長（1H 480円×3日分【詳細； 4/2.3.8分】》
204784,8204783,,×,,×,2700,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週1回》
204784,8204783,,×,,×,1580,2025/06/01,【追加_まなびワールド_春期講習】春休み単科授業購入《午前追加分×1日【詳細；4/8分】》
217888,8217885,,×,,×,1440,2025/06/01,【追加_まなびワールド_春期講習】《前延長（1H 480円×3日分【詳細；3/28.31、4/1分】》
217888,8217885,,×,,×,1580,2025/06/01,【追加_まなびワールド_春期講習】春休み単科授業購入《午前追加分×1日【詳細；3/28分】》
217888,8217885,,×,,×,2700,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週1回》
216489,8216488,,×,,×,500,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×5個【詳細；4/2.3.21.23.25分】》
216489,8216488,,×,,×,9000,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週5回》
217174,8215459,,×,,×,300,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×3個【詳細；4/11.22.25分】》
217174,8215459,,×,,×,9000,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週5回》
217174,8215459,,×,,×,300,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×3個【詳細；4/11.22.25分】》
216250,8216205,,×,,×,350,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円×1個【詳細；3/21分】》
215688,8215638,,×,,×,350,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円×1個【詳細；3/21分】》
215688,8215638,,×,,×,1440,2025/06/01,【追加_まなびワールド_春期講習】《前延長（1H 480円×3日分【詳細；3/28、4/3.4分】》
215688,8215638,,×,,×,4800,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週2回》
216261,8216260,,×,,×,100,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×1個【詳細；4/1分】》
219546,8219545,,×,,×,300,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×3個【詳細；4/22.23.28分】》
219546,8219545,,×,,×,100,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×3個【詳細；4/22.23.28分】》
218465,8218464,,×,,×,1920,2025/06/01,【追加_まなびワールド_春期講習】《前延長（1H 480円×4日分【詳細；3/28.31、4/4.7分】》
218465,8218464,,×,,×,4800,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週2回》
205459,8205458,,×,,×,4800,2025/06/01,"【追加_まなぶびワールド_春期講習】《春期お預かり分_週2回》￥4,800"
211024,8210943,,×,,×,960,2025/06/01,【追加_まなびワールド】《後延長【4月分】15M/120円×8》【詳細；4/1（19:21）×2、2（19:29）×2、3（19:29）×2、23（19:20）×2】
211024,8210943,,×,,×,300,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×3個【詳細；4/2.4.17分】》
211024,8210943,,×,,×,1400,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円×4個【詳細；3/21.24、4/9.10分】》
212102,8210943,,×,,×,1400,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円×4個【詳細；3/21.24、4/9.10分】》
221149,8221148,,×,,×,2400,2025/06/01,【追加_春期講習_まなびワールド】《前延長（1H 480円×5日分【詳細；4/1.2.3.4.7分】》 
221750,8221749,,×,,×,2700,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週1回》
221750,8221749,,×,,×,100,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×1個【詳細；4/4分】》
221750,8221749,,×,,×,3500,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円×10個【詳細；4/4.7.9.10.11.14.15.16.17.18分】》
221750,8221749,,×,,×,960,2025/06/01,【追加_まなびワールド_春期講習】《前延長（1H 480円×2日分【詳細；4/4.7分】》
220651,8220650,,×,,×,100,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×1個【詳細；4/4分】》
220651,8220650,,×,,×,3500,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円×10個【詳細；4/4.7.9.10.11.14.15.16.17.18分】》
220651,8220650,,×,,×,960,2025/06/01,【追加_まなびワールド_春期講習】《前延長（1H 480円×2日分【詳細；4/4.7分】》
220651,8220650,,×,,×,2700,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週1回》
220651,8220650,,×,,×,1050,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円×3個【詳細；4/4.10.11分】
220651,8220650,,×,,×,1580,2025/06/01,【追加_まなびワールド_春期講習】春休み単科授業購入《午前追加分×１日【詳細；4/4分】》
216532,8216516,,×,,×,100,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×1個【詳細；4/21分】》
216532,8216516,,×,,×,3150,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円×9個【詳細；3/24.31、4/1.2.3.4.7.9.10分】》
216532,8216516,,×,,×,2880,2025/06/01,【追加_まなびワールド_春期講習】《前延長（1H 480円×6日分【詳細；3/31、4/1.2.3.4.7分】》
216532,8216516,,×,,×,6600,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週3回》
212648,8212647,,×,,×,700,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円×2個【詳細；3/24、4/9分】》
212648,8212647,,×,,×,6600,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週3回》
207033,8202606,,×,,×,100,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×1個【詳細；4/8分】》
207033,8202606,,×,,×,1320,2025/06/01,【追加_まなびワールド_春期講習】《前延長（15M 120円×11日分【詳細；3/25.26.27.28.31、4/1.2.3.4.7.8分】》
207033,8202606,,×,,×,9000,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週5回》
200571,8200569,,×,,×,18000,2025/06/01,アン進学ジム【中学部】中１　テスト対策費(1学期中間テスト)　1Daysフリーコース
202524,8202522,,×,,×,18000,2025/06/01,アン進学ジム【中学部】中１　テスト対策費(1学期中間テスト)　1Daysフリーコース
205448,8205336,,×,,×,3000,2025/06/01,英検対策 4級教材費
215818,8111822,,×,,×,3000,2025/06/01,"智遥【月謝_社員割引_4月分追加】アンインターナショナル《4/8,15,22出席分》"
215818,8111822,,×,,×,1000,2025/06/01,智遥【月謝_社員割引_6月分相殺】アンインターナショナル《6月調整分／出席17日間予定》
212416,8112776,,×,,×,1000,2025/06/01,瑛輝【月謝_社員割引_6月分相殺】アンインターナショナル《6月調整分／出席21日間予定》
208405,8110912,,×,,×,4000,2025/06/01,"義人【月謝_社員割引_4月分追加】アンインターナショナル《4/2,3,23,24出席分》"
